Player1,Player1 Bingo Count,Player2,Player2 Bingo Count,Game URL,Dictionary
Timothy Bottorff,2,Dustin Dean ,3,https://www.cross-tables.com/annotated.php?u=51273,NWL23
Joshua Castellano,3,Jason Broersma ,2,https://www.cross-tables.com/annotated.php?u=47478,CSW21
Tim Weiss,1,Joshua Castellano ,3,https://www.cross-tables.com/annotated.php?u=47479,CSW21
Ben Schoenbrun,3,Joshua Castellano ,2,https://www.cross-tables.com/annotated.php?u=47480,CSW21
Steve Oliger,2,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47488,TWL98
Joey Mallick,1,Randy Greenspan ,3,https://www.cross-tables.com/annotated.php?u=47489,TWL98
Paul Avrin,1,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47491,TWL98
Josh Greenway,3,Jackson Smylie ,1,https://www.cross-tables.com/annotated.php?u=51236,NWL23
Dustin Dean,3,Sam Rosin ,3,https://www.cross-tables.com/annotated.php?u=51239,NWL23
Jay Levin,1,Skyler Lutz ,3,https://www.cross-tables.com/annotated.php?u=51240,NWL23
Jay Levin,2,Samuel Kaplan ,3,https://www.cross-tables.com/annotated.php?u=51241,NWL23
Samuel Kaplan,3,Lynn Cushman ,1,https://www.cross-tables.com/annotated.php?u=51242,NWL23
John Ashmore,3,Brian Po ,2,https://www.cross-tables.com/annotated.php?u=51249,CSW21
Ben Schoenbrun,1,Terry Kang ,3,https://www.cross-tables.com/annotated.php?u=52135,CSW24
Ben Schoenbrun,1,Dennis Ikekeregor ,3,https://www.cross-tables.com/annotated.php?u=52136,CSW24
Quinn James,1,Ben Schoenbrun ,3,https://www.cross-tables.com/annotated.php?u=52137,CSW24
Will Anderson,3,Ben Schoenbrun ,2,https://www.cross-tables.com/annotated.php?u=52138,CSW24
Ben Schoenbrun,3,Joshua Castellano ,3,https://www.cross-tables.com/annotated.php?u=52139,CSW24
Ben Schoenbrun,1,Bradley Whitmarsh ,3,https://www.cross-tables.com/annotated.php?u=52141,CSW24
Joey Mallick,3,Jim Kramer ,2,https://www.cross-tables.com/annotated.php?u=46644,TWL98
Dustin Dean,3,Marty Gold ,2,https://www.cross-tables.com/annotated.php?u=52171,NWL23
Dustin Dean,3,Tijan Jeng ,0,https://www.cross-tables.com/annotated.php?u=52173,NWL23
Noah Walton,3,Josh Greenway ,1,https://www.cross-tables.com/annotated.php?u=52176,WOW24
Noah Walton,2,Kevin Burbridge ,3,https://www.cross-tables.com/annotated.php?u=52178,WOW24
Steven DiNapoli,3,Noah Walton ,3,https://www.cross-tables.com/annotated.php?u=52181,WOW24
Joey Mallick,3,Lloyd Mills ,2,https://www.cross-tables.com/annotated.php?u=47500,TWL98
Joey Mallick,1,Randy Greenspan ,3,https://www.cross-tables.com/annotated.php?u=47503,TWL98
David Koenig,3,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47504,TWL98
Joel Horn,1,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47505,TWL98
Gail Wolford,1,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47544,TWL98
Ed Liebfried,1,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=51183,NWL23
Yvonne Lobo,3,Jackson Smylie ,1,https://www.cross-tables.com/annotated.php?u=51226,NWL23
Jason Li,3,Jackson Smylie ,0,https://www.cross-tables.com/annotated.php?u=51227,NWL23
Vera Bigall,3,Jackson Smylie ,0,https://www.cross-tables.com/annotated.php?u=51228,NWL23
Jackson Smylie,1,Hank Hees ,3,https://www.cross-tables.com/annotated.php?u=51232,NWL23
Joey Mallick,1,Mark Milan ,3,https://www.cross-tables.com/annotated.php?u=47516,TWL98
Rita Provost,2,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47517,TWL98
David Gibson,3,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=47521,TWL98
Joey Mallick,1,Ron Hoekstra ,3,https://www.cross-tables.com/annotated.php?u=47522,TWL98
Joey Mallick,3,Robert Ellickson ,1,https://www.cross-tables.com/annotated.php?u=47523,TWL98
Kenji Matsumoto,1,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47525,TWL98
Dave Cameron,1,Jonathan Lindh ,3,https://www.cross-tables.com/annotated.php?u=51199,NWL23
Craig Solomons,3,Brian Po,3,https://www.cross-tables.com/annotated.php?u=51250,CSW21
Brian Po,1,Phil Robertshaw ,3,https://www.cross-tables.com/annotated.php?u=51251,CSW21
Joey Mallick,3,Jan Cardia ,1,https://www.cross-tables.com/annotated.php?u=47494,TWL98
Joey Mallick,2,David Poder ,3,https://www.cross-tables.com/annotated.php?u=47545,TWL98
Joey Mallick,3,Carol Kaplan ,2,https://www.cross-tables.com/annotated.php?u=47547,TWL98
Richard Moyer,2,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47549,TWL98
Joey Mallick,3,Ronald Howard ,2,https://www.cross-tables.com/annotated.php?u=47553,TWL98
Dustin Dean,3,Jeffrey Jacobson ,1,https://www.cross-tables.com/annotated.php?u=51149,NWL20
Steve Grob,2,Erik Eisner ,3,https://www.cross-tables.com/annotated.php?u=51207,NWL23
Niel Gan,2,Bradley Whitmarsh ,3,https://www.cross-tables.com/annotated.php?u=51214,CSW21
Bobbie Taylor,2,Brian Po,3,https://www.cross-tables.com/annotated.php?u=51218,CSW21
Joey Mallick,1,Chris Cree ,3,https://www.cross-tables.com/annotated.php?u=47526,TWL98
Adam Logan,3,Joey Mallick ,1,https://www.cross-tables.com/annotated.php?u=47527,TWL98
Robert Ellickson,3,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47530,TWL98
Komol Panyasophonlert,3,Joey Mallick ,1,https://www.cross-tables.com/annotated.php?u=47531,TWL98
Nigel Richards,3,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=47532,TWL98
Joey Mallick,2,Ben Withers ,3,https://www.cross-tables.com/annotated.php?u=47536,TWL98
Joey Mallick,1,Lou J B Miller ,3,https://www.cross-tables.com/annotated.php?u=47542,TWL98
Dennis Kaiser,0,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47543,TWL98
Michael Thelen,1,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=51189,NWL23
Ed Liebfried,3,Michael Thelen ,1,https://www.cross-tables.com/annotated.php?u=51193,NWL23
Jonathan Lindh,3,Dave Cameron ,0,https://www.cross-tables.com/annotated.php?u=51194,NWL23
Jeff Fiszbein,1,Noah Walton ,3,https://www.cross-tables.com/annotated.php?u=52182,WOW24
Noah Walton,2,Jon Shreve ,3,https://www.cross-tables.com/annotated.php?u=52184,WOW24
Edward De Guzman,1,Noah Walton ,3,https://www.cross-tables.com/annotated.php?u=52185,WOW24
Joshua Castellano,3,Tim Weiss ,3,https://www.cross-tables.com/annotated.php?u=52150,CSW24
Joshua Castellano,3,Sammy Okosagah ,3,https://www.cross-tables.com/annotated.php?u=52153,CSW24
Joshua Castellano,1,Josh Sokol ,3,https://www.cross-tables.com/annotated.php?u=52154,CSW24
Joshua Castellano,2,Will Anderson ,3,https://www.cross-tables.com/annotated.php?u=52158,CSW24
Erickson Smith,3,Joshua Castellano ,1,https://www.cross-tables.com/annotated.php?u=52160,CSW24
Chris Cree,3,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=46602,TWL98
Nuttakrit Keskaroonkul,3,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=46605,TWL98
Rose Kreiswirth,1,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=46608,TWL98
Joey Mallick,3,Tim Anglin ,2,https://www.cross-tables.com/annotated.php?u=46611,TWL98
Patricia Barrett,3,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=46613,TWL98
David Weisberg,2,"30% after PITY. PITY sims 4 points behind WHITY, and about evenly with another defensive option, N6 WINDY 28. Because of possible inference considerations I&#039;ll take this one with a grain of salt, but I can see the case for WHITY.'] ),Array( 18, 'FUR.', 11, 11, 1, 264, 'FRU', 1, 337, 264, ['It seems I might have been right about the R, at least.'] ),Array( 19, 'WAV.NG', 4, 12, 1, 355, 'ADGNNVW', 0, 355, 264, ['I jumped on this but missed M4 DAWNING 25. It has the advantage of scoring more and turning over more to go for the blank and hasten the end of the game, but keeping V isn&#039;t good. The Q may or may not be a concern since it plays by itself at 7J for 22, but if Randy gets close to a bingo, it could make it more difficult, forcing me to possibly use a turn to dump it. DAWNING sims 6 ahead of WAVING, and wins 2% more. It also has the possible benefit of using the D when two more are unseen.",3,https://www.cross-tables.com/annotated.php?u=47582,NWL20
Noah Slatkoff,2,Matthew Tunnicliffe ,3,https://www.cross-tables.com/annotated.php?u=51094,CSW21
Jeremy Hildebrand,3,Matthew Tunnicliffe ,2,https://www.cross-tables.com/annotated.php?u=51100,CSW21
Matthew Tunnicliffe,3,Will Anderson ,0,https://www.cross-tables.com/annotated.php?u=51101,CSW21
Adam Logan,3,Noah Slatkoff ,2,https://www.cross-tables.com/annotated.php?u=51106,CSW21
Jeff Fiszbein,3,Steve Grob ,1,https://www.cross-tables.com/annotated.php?u=51110,WOW24
Steve Grob,2,Jeff Fiszbein ,3,https://www.cross-tables.com/annotated.php?u=51111,WOW24
Oscar Freire,2,Harry Chan ,3,https://www.cross-tables.com/annotated.php?u=51168,NWL23
Dustin Dean,3,Marty Gold ,3,https://www.cross-tables.com/annotated.php?u=51172,NWL23
Jeff Fiszbein,1,Steve Grob ,3,https://www.cross-tables.com/annotated.php?u=51122,WOW24
Will Anderson,2,Noah Slatkoff ,3,https://www.cross-tables.com/annotated.php?u=51125,CSW21
John Wilder,1,Dustin Dean ,3,https://www.cross-tables.com/annotated.php?u=51127,NWL23
Dustin Dean,2,Jamie McCune ,3,https://www.cross-tables.com/annotated.php?u=51132,NWL23
Katya Lezin,3,"15% for WURZEL, but Katya&#039;s average next turn is the same after either play, probably due to much easier Z plays after WUZ. I agree with the sim and would go for WURZEL, which also preserves bingo lines on the L and N columns.'] ),Array( 7, 'A.AN', 11, 3, 0, 137, 'AAN', 0, 137, 90, [] ),Array( 8, 'CAW', 12, 1, 0, 111, 'ACEILW?', 1, 137, 111, ['I saw N4 WAVICLES 64 but wasn&#039;t sure of it. I also missed M4 CRAWLIER 67, which I wouldn&#039;t have been sure of had I seen it. Oddly though, I missed the better spot, 13F WAVICLE 71, which might have influenced me to try it for 7 more points and better positioning. My play sims about 13 behind WAVICLE.'] ),Array( 9, 'HIM', 11, 9, 0, 167, 'HIM', 0, 167, 111, [] ),Array( 10, 'GRILlER.', 3, 13, 1, 173, 'EGILRR?', 1, 167, 173, ['The sim favors passing up the bingos with 13I LIGER 29. 14C GLARIER 68, which I missed, is next at 2 points behind. I considered N8 GRISLIER but didn&#039;t care for slotting the R in the 3x3, though it is 8 points more, so I took a few minutes deciding. It sims a fraction of a point behind GLARIER. My bingo sims 7.5 behind LIGER. Apparently I bingo 54% of the time after LIGER, but drawing 5 new tiles to R? and only scoring 29 while behind 56, on a not very open board, seems like a hard sell to me. GRISLIER does open a second triple, albeit not a very good one, but it may take some of the sting out of her likelier plays through the R, so I can see it being the play. The J and the Z being gone also helps.'] ),Array( 11, 'QADI', 0, 14, 1, 216, 'ADIQ', 0, 216, 173, [] ),Array( 12, '---', 0, 0, 0, 173, 'IIOORUU', 1, 216, 173, ['My actual rack!'] ),Array( 13, 'YE.P', 7, 11, 0, 252, 'EPY', 0, 252, 173, [] ),Array( 14, 'BE.R', 5, 12, 1, 191, 'BEEINRR', 1, 252, 191, ['13I BINER 34 is best by a lot here. I didn&#039;t remember this one. 13H BRINER 32 is next at 8.5 behind, a huge difference explained not only by the extra 2 points and ER synergy, but by BRINER restricting row 14 for bingos much more. My play is 14.5 behind BINER.'] ),Array( 15, 'TUT', 12, 10, 0, 266, 'TTU', 0, 266, 191, [] ),Array( 16, 'GIE', 3, 10, 1, 204, 'EEGIINR', 1, 266, 204, ['Very difficult turn. I did what seemed standard, score a few points, keep a strong and open a new bingo line (the G favoring my EINR leave) without giving too much back, with row 14 open for other bingos. However, the top simming play is O8 PI 7. This seems suspect to me, as a human will play more defense against this than the computer, and likely seek to block row 14, either with plays ending in C or V on row 14 itself, or something else on row 13.",1,https://www.cross-tables.com/annotated.php?u=47561,NWL20
Joey Mallick,3,Don Finkey ,2,https://www.cross-tables.com/annotated.php?u=51184,NWL23
Joey Mallick,1,Jamie Ryan ,3,https://www.cross-tables.com/annotated.php?u=51185,NWL23
John O'Laughlin,1,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47574,TWL98
David Weisberg,2,"31% for EL. Another option, 3F LULU 5, also shows as winning 31% of the time, but it relies solely, I believe, on row 14 bingos with PEHS, which shouldn&#039;t be hard to block. Looking at it now, it seems pretty hard for me to bingo after E11 LULU after his likely blocking plays. The sim says I bingo 22% after it, but I think it should actually be lower. I&#039;d probably play EL here.'] ),Array( 20, 'MO', 13, 5, 1, 402, 'MO', 1, 356, 402, [] ),Array( 21, 'VIS', 2, 4, 1, 394, 'EGIRSTV', 0, 394, 402, ['I thought about just QIS and fishing for OVERGIRT, but no way that will stay open. The sim likes D14 GI, possibly not realizing Eric is going to block my bingos from the O. If he does, and can&#039;t score much, maybe I could outrun him with a big QIS play and go out quickly if his rack is that bad. I&#039;m sure by now I was very low on time, and it seemed safer to hope to get within striking distance with a QIS play now rather than later, but VIS only wins 14% of the time in a sim.'] ),Array( 22, 'OPES', 11, 14, 1, 425, 'AEEEOPS', 1, 394, 425, [] ),Array( 23, 'GRR', 7, 2, 1, 408, 'EGIRRRT', 0, 408, 425, [] ),Array( 24, 'EE.', 12, 2, 0, 436, 'AEE', 1, 408, 436, ['This blocked 14A ITERUM 16, which wouldn&#039;t have been enough but still kind of cool.'] ),Array( 25, 'TRI.E', 1, 5, 0, 419, 'EIRT', 0, 419, 436, ['B11 RITE or TIRE 12'] ),Array( 26, '---', 0, 0, 0, 421, '', 1, 421, 436, [] ));function showitems(tag, vis, move){gLastMove = '';var els = document.getElementsByTagName(tag);for (var img=0; img",3,https://www.cross-tables.com/annotated.php?u=47575,NWL20
Joey Mallick,2,John O'Laughlin ,3,https://www.cross-tables.com/annotated.php?u=47576,TWL98
Mark Kenas,3,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=46620,TWL98
Gerald Carter,0,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=46622,TWL98
Jeremy Hildebrand,2,Matthew Tunnicliffe,3,https://www.cross-tables.com/annotated.php?u=46632,CSW21
Joey Mallick,3,Ludwig Giles VanMaier ,3,https://www.cross-tables.com/annotated.php?u=46638,TWL98
Mark Kenas,3,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=46639,TWL98
Carol Dustin,3,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=46640,TWL98
Marty Marcus,3,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=46642,TWL98
Peter Armstrong,3,Joey Mallick ,0,https://www.cross-tables.com/annotated.php?u=46643,TWL98
Matthew Tunnicliffe,3,Noah Slatkoff ,2,https://www.cross-tables.com/annotated.php?u=52237,CSW24
Chris Tallman,2,Dylan Early,3,https://www.cross-tables.com/annotated.php?u=46567,CSW19
Val Mills,3,Chris Tallman,1,https://www.cross-tables.com/annotated.php?u=46571,CSW19
Joey Mallick,3,Stuart Goldman ,0,https://www.cross-tables.com/annotated.php?u=46593,TWL98
David Weisberg,2,Randy Hersom ,3,https://www.cross-tables.com/annotated.php?u=47578,NWL20
Jason Katz-Brown,3,Joey Mallick ,1,https://www.cross-tables.com/annotated.php?u=47601,TWL98
Seth Lipkin,3,Noah Walton ,2,https://www.cross-tables.com/annotated.php?u=52188,WOW24
Michael Thelen,3,Jeremy Hall ,2,https://www.cross-tables.com/annotated.php?u=52207,NWL23
Eric Goldstein,3,Michael Thelen ,3,https://www.cross-tables.com/annotated.php?u=52208,NWL23
Patrick Beatrez,1,Peter Schwartzman ,3,https://www.cross-tables.com/annotated.php?u=52211,NWL23
Joey Mallick,3,Joe Edley ,3,https://www.cross-tables.com/annotated.php?u=46600,TWL98
Peter Schwartzman,1,Dustin Dean ,3,https://www.cross-tables.com/annotated.php?u=52256,NWL23
Debbie Stegman,3,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=46551,TWL98
Joey Mallick,2,Robin Pollock Daniel ,3,https://www.cross-tables.com/annotated.php?u=46558,TWL98
Joey Mallick,1,Tim Adamson ,3,https://www.cross-tables.com/annotated.php?u=47605,TWL98
Jonathan Lindh,1,Steve Hartsman ,3,https://www.cross-tables.com/annotated.php?u=51066,WOW24
Arie Sinke,3,Mack Meller ,2,https://www.cross-tables.com/annotated.php?u=51078,NWL23
Matthew Tunnicliffe,2,Will Anderson ,3,https://www.cross-tables.com/annotated.php?u=51091,CSW21
Joey Mallick,3,Marty Gabriel ,3,https://www.cross-tables.com/annotated.php?u=47568,TWL98
Mark Kenas,2,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47569,TWL98
Lisa Odom,3,Joey Mallick ,1,https://www.cross-tables.com/annotated.php?u=47572,TWL98
Joey Mallick,3,Jerry Lerman ,2,https://www.cross-tables.com/annotated.php?u=47662,TWL98
Joey Mallick,1,Nathan Benedict ,3,https://www.cross-tables.com/annotated.php?u=47664,TWL98
Thacha,2,Krissanapong,3,https://www.cross-tables.com/annotated.php?u=50989,CSW21
Jerry Lerman,1,Patrick Beatrez ,3,https://www.cross-tables.com/annotated.php?u=51002,NWL23
Julie Brice,0,Meg,3,https://www.cross-tables.com/annotated.php?u=51017,NWL23
John O'Laughlin,3,Joey Mallick ,1,https://www.cross-tables.com/annotated.php?u=47613,TWL98
Stefan Rau,2,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47619,TWL98
Joey Mallick,3,Steve Oliger ,1,https://www.cross-tables.com/annotated.php?u=47620,TWL98
Joey Mallick,2,Matt Laufer ,3,https://www.cross-tables.com/annotated.php?u=47624,TWL98
Barbara Epstein,1,Patrick Beatrez ,3,https://www.cross-tables.com/annotated.php?u=51040,NWL23
Kristy Zurbrick,2,Patrick Beatrez ,3,https://www.cross-tables.com/annotated.php?u=51043,NWL23
Jonathan Lindh,1,David Gremaud ,3,https://www.cross-tables.com/annotated.php?u=51048,WOW24
Jonathan Lindh,3,Lisa Odom ,1,https://www.cross-tables.com/annotated.php?u=51056,WOW24
Carol Ravichandran,0,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47637,TWL98
Lisa Odom,3,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=47639,TWL98
Joey Mallick,2,Rod MacNeil ,3,https://www.cross-tables.com/annotated.php?u=47595,TWL98
John Hart,1,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47678,TWL98
Joey Mallick,3,Mark Kenas ,1,https://www.cross-tables.com/annotated.php?u=47680,TWL98
Harriette Lakernick,1,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47681,TWL98
Brian Po,3,Calum Edwards ,0,https://www.cross-tables.com/annotated.php?u=50945,CSW21
Samuel Crispin,2,Brian Po,3,https://www.cross-tables.com/annotated.php?u=50948,CSW21
Patrick Beatrez,1,Jason Idalski ,3,https://www.cross-tables.com/annotated.php?u=50953,NWL23
Harriette Lakernick,3,Jonathan Lindh ,1,https://www.cross-tables.com/annotated.php?u=50974,WOW24
Joshua Castellano,3,Sammy Okosagah ,3,https://www.cross-tables.com/annotated.php?u=50978,CSW21
Jason Bednarz,2,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47641,TWL98
Joey Mallick,3,Michael Baker ,3,https://www.cross-tables.com/annotated.php?u=47642,TWL98
Sam Kantimathi,3,Joey Mallick ,0,https://www.cross-tables.com/annotated.php?u=47643,TWL98
Joey Mallick,3,Mike Baron ,1,https://www.cross-tables.com/annotated.php?u=47645,TWL98
Greg Heidler,3,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=47647,TWL98
Joey Mallick,3,Dave Wiegand ,1,https://www.cross-tables.com/annotated.php?u=47652,TWL98
Dave Wiegand,3,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=47653,TWL98
Marty Gabriel,3,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=47661,TWL98
Samuel Crispin,1,Brian Po,3,https://www.cross-tables.com/annotated.php?u=50934,CSW21
Patrick Beatrez,3,Gary Perman ,2,https://www.cross-tables.com/annotated.php?u=51032,NWL23
Joey Mallick,3,John Hart ,1,https://www.cross-tables.com/annotated.php?u=47672,TWL98
Lisa Odom,3,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=47673,TWL98
Larry Sherman,1,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=46561,TWL98
Joey Mallick,3,Jack Eichenbaum ,0,https://www.cross-tables.com/annotated.php?u=46562,TWL98
Joey Mallick,3,Edward Halper ,2,https://www.cross-tables.com/annotated.php?u=46564,TWL98
Joe Petree,2,Evan Chester ,3,https://www.cross-tables.com/annotated.php?u=52218,NWL23
Scott Appel,1,Michael Thelen ,3,https://www.cross-tables.com/annotated.php?u=52227,NWL23
Evan Chester,1,Glenn Filzer ,3,https://www.cross-tables.com/annotated.php?u=52235,NWL23
Verna Richards Berg,3,Samuel Kaplan ,1,https://www.cross-tables.com/annotated.php?u=52296,NWL23
Joshua Castellano,3,Ather Sharif ,1,https://www.cross-tables.com/annotated.php?u=52301,CSW24
Joey Mallick,3,Joel Sherman ,2,https://www.cross-tables.com/annotated.php?u=46519,TWL98
David Weisberg,1,Eric Harshbarger ,3,https://www.cross-tables.com/annotated.php?u=46520,NWL20
Joey Mallick,3,Chris Lennon ,3,https://www.cross-tables.com/annotated.php?u=47674,TWL98
Joey Mallick,3,Dave Wiegand ,1,https://www.cross-tables.com/annotated.php?u=47675,TWL98
Joey Mallick,1,Robert Ellickson ,3,https://www.cross-tables.com/annotated.php?u=47707,TWL98
Joey Mallick,3,Jim Peters ,2,https://www.cross-tables.com/annotated.php?u=47708,TWL98
Joey Mallick,3,Sam Kantimathi ,3,https://www.cross-tables.com/annotated.php?u=47712,TWL98
Joey Mallick,2,Albert Hahn ,3,https://www.cross-tables.com/annotated.php?u=47713,TWL98
Paul Avrin,3,Joey Mallick ,1,https://www.cross-tables.com/annotated.php?u=47714,TWL98
Quackle,2,New Player 1,3,https://www.cross-tables.com/annotated.php?u=50897,CSW21
Joshua Castellano,3,Dennis Ikekeregor ,1,https://www.cross-tables.com/annotated.php?u=50982,CSW21
Nsikak Solomon Etim,3,Joshua Castellano ,3,https://www.cross-tables.com/annotated.php?u=50983,CSW21
Joshua Castellano,1,Wellington Jighere ,3,https://www.cross-tables.com/annotated.php?u=50984,CSW21
Joey Mallick,3,Steve Pellinen ,1,https://www.cross-tables.com/annotated.php?u=47682,TWL98
John O'Laughlin,3,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=47684,TWL98
Joey Mallick,3,Rob Robinsky ,3,https://www.cross-tables.com/annotated.php?u=47688,TWL98
Joey Mallick,3,Chris Cree ,2,https://www.cross-tables.com/annotated.php?u=47693,TWL98
Scott Appel,2,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47698,TWL98
Steve Anstandig,3,Steve Grob ,1,https://www.cross-tables.com/annotated.php?u=50922,NWL23
Chris Hawkins,3,Brian Po,2,https://www.cross-tables.com/annotated.php?u=50930,CSW21
John O'Laughlin,3,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=47702,TWL98
Rod MacNeil,1,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47703,TWL98
Richard Popper,3,"43 for OUPH, 41 for HOURIS, or 37 for RUPIAH, and bingos only 16% of the time from PURI ",1,https://www.cross-tables.com/annotated.php?u=46521,NWL20
David Weisberg,3,Andy Hoang ,2,https://www.cross-tables.com/annotated.php?u=46526,NWL20
Josh Sokol,2,Joanne Cohen ,3,https://www.cross-tables.com/annotated.php?u=46527,NWL18
Rose Kreiswirth,2,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=46548,TWL98
Matthew Tunnicliffe,1,Josh Sokol ,3,https://www.cross-tables.com/annotated.php?u=52241,CSW24
Dustin Dean,1,Peter Schwartzman ,3,https://www.cross-tables.com/annotated.php?u=52249,NWL23
Eric Goldstein,3,Patrick Beatrez ,0,https://www.cross-tables.com/annotated.php?u=52250,NWL23
Kevin Gauthier,2,Evan Chester ,3,https://www.cross-tables.com/annotated.php?u=52251,NWL23
Richard Popper,3,Patrick Beatrez ,2,https://www.cross-tables.com/annotated.php?u=52252,NWL23
Evan Chester,2,Neil Bines ,3,https://www.cross-tables.com/annotated.php?u=52254,NWL23
Sam Rosin,2,Joshua Castellano ,3,https://www.cross-tables.com/annotated.php?u=52305,CSW24
Stewart Holden,2,Brian Po ,3,https://www.cross-tables.com/annotated.php?u=52314,CSW24
Joel Sherman,3,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47704,TWL98
Joey Mallick,3,Nathan Benedict ,3,https://www.cross-tables.com/annotated.php?u=47705,TWL98
Jonathan Lindh,3,Froilan Mendoza ,2,https://www.cross-tables.com/annotated.php?u=50846,NWL23
Jackson Smylie,3,Jason Li ,1,https://www.cross-tables.com/annotated.php?u=50859,NWL23
Steve Anstandig,2,Patrick Beatrez ,3,https://www.cross-tables.com/annotated.php?u=50905,NWL23
Daniel Stock,3,Patrick Beatrez ,2,https://www.cross-tables.com/annotated.php?u=50909,NWL23
Chris Sitler,3,Steve Grob ,3,https://www.cross-tables.com/annotated.php?u=50913,NWL23
Ryan Wee,2,Nattapat,3,https://www.cross-tables.com/annotated.php?u=50918,CSW21
Joey Mallick,3,Steve Oliger ,3,https://www.cross-tables.com/annotated.php?u=47717,TWL98
Joey Mallick,3,Mike Paxson ,1,https://www.cross-tables.com/annotated.php?u=47721,TWL98
Patrick Beatrez,3,Hank Hees ,1,https://www.cross-tables.com/annotated.php?u=50874,NWL23
Eric Goldstein,3,David Weisberg ,1,https://www.cross-tables.com/annotated.php?u=50884,NWL23
Thacha,3,Krissanapong,2,https://www.cross-tables.com/annotated.php?u=50895,CSW21
Patrick Beatrez,3,Elaine Glowniak ,2,https://www.cross-tables.com/annotated.php?u=50896,NWL23
Richard Popper,3,Samuel Kaplan ,1,https://www.cross-tables.com/annotated.php?u=47734,NWL20
Dean Saldanha,1,Josh Sokol ,3,https://www.cross-tables.com/annotated.php?u=47742,NWL18
Steve Grob,2,Jason Idalski ,3,https://www.cross-tables.com/annotated.php?u=50938,NWL23
Joey Mallick,1,Jeremiah Mead ,3,https://www.cross-tables.com/annotated.php?u=47700,TWL98
Jason Li,3,Jonathan Lindh ,2,https://www.cross-tables.com/annotated.php?u=50833,NWL23
Jonathan Lindh,1,Matthew Zeleznik ,3,https://www.cross-tables.com/annotated.php?u=50834,NWL23
Lisa Odom,1,Jonathan Lindh ,3,https://www.cross-tables.com/annotated.php?u=50835,NWL23
Jonathan Lindh,2,Cesar Del Solar ,3,https://www.cross-tables.com/annotated.php?u=50836,NWL23
Josh Sokol,1,John Karris ,3,https://www.cross-tables.com/annotated.php?u=47743,NWL18
Josh Sokol,1,Joe Gaspard ,3,https://www.cross-tables.com/annotated.php?u=47746,NWL18
Josh Sokol,3,Tom Bond ,3,https://www.cross-tables.com/annotated.php?u=47748,NWL18
Josh Sokol,3,Jon Shreve ,1,https://www.cross-tables.com/annotated.php?u=47749,NWL18
Josh Greenway,2,Annette Obrestad ,3,https://www.cross-tables.com/annotated.php?u=47750,NWL18
Joey Mallick,3,Marty Gabriel ,2,https://www.cross-tables.com/annotated.php?u=47754,TWL98
Mike Weepie,3,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=47758,TWL98
Jim Kramer,1,Joey Mallick ,3,https://www.cross-tables.com/annotated.php?u=47761,TWL98
