Player1,Player1 Bingo Count,Player2,Player2 Bingo Count,Game URL,Dictionary
Beth Mix,2,Julia Bogle ,0,https://www.cross-tables.com/annotated.php?u=49490,NWL23
Joey Krafchick,2,Michael Fagen ,1,https://www.cross-tables.com/annotated.php?u=49493,NWL23
Kevin Fraley,2,Joey Krafchick ,2,https://www.cross-tables.com/annotated.php?u=49496,NWL23
Christian Oktavius,2,Rastra Teguh,2,https://www.cross-tables.com/annotated.php?u=49498,CSW21
Christian Oktavius,1,Alex Tan,2,https://www.cross-tables.com/annotated.php?u=49500,CSW21
Lois Greene,2,Fred Morlan ,1,https://www.cross-tables.com/annotated.php?u=49526,NWL23
Austin Shin,1,Joshua Castellano ,2,https://www.cross-tables.com/annotated.php?u=49541,CSW21
Josh Sokol,1,Joshua Castellano ,2,https://www.cross-tables.com/annotated.php?u=49544,CSW21
Brian Po,2,Euclid Hui ,2,https://www.cross-tables.com/annotated.php?u=48796,CSW21
Ernest So,2,Brian Po,2,https://www.cross-tables.com/annotated.php?u=48797,CSW21
Joey Krafchick,2,Steven DiNapoli ,2,https://www.cross-tables.com/annotated.php?u=48801,NWL23
Keith Savage,2,Joey Krafchick ,0,https://www.cross-tables.com/annotated.php?u=48802,NWL23
Judy Cole,1,Skyler Lutz ,2,https://www.cross-tables.com/annotated.php?u=48803,NWL23
Matthew Tunnicliffe,2,George Macaulay ,1,https://www.cross-tables.com/annotated.php?u=48820,CSW21
DOkosimi Oluwatimilehin,1,Enoch Nwai,2,https://www.cross-tables.com/annotated.php?u=49505,CSW21
Enoch Nwai,0,DOkosimi Oluwatimilehin,2,https://www.cross-tables.com/annotated.php?u=49506,CSW21
DOkosimi Oluwatimilehin,0,Enoch Nwai,2,https://www.cross-tables.com/annotated.php?u=49509,CSW21
DOkosimi Oluwatimilehin,1,Enoch Nwai,2,https://www.cross-tables.com/annotated.php?u=49511,CSW21
Thomas Reinke,2,Matthew Tunnicliffe ,2,https://www.cross-tables.com/annotated.php?u=49573,CSW21
Matthew Tunnicliffe,2,Mohammad Sulaiman ,2,https://www.cross-tables.com/annotated.php?u=49575,CSW21
Joey Krafchick,0,Eric Harshbarger ,2,https://www.cross-tables.com/annotated.php?u=48779,NWL23
Adiyta Putra Difa,1,Christian Oktavius,2,https://www.cross-tables.com/annotated.php?u=48782,CSW21
Nalia Arshiya,0,Brian Po,2,https://www.cross-tables.com/annotated.php?u=48786,CSW21
Brian Po,2,Liew Kian Boon ,1,https://www.cross-tables.com/annotated.php?u=48787,CSW21
Nopparus,1,Brian Po,2,https://www.cross-tables.com/annotated.php?u=48788,CSW21
Brian Po,1,Ricky Purnomo ,2,https://www.cross-tables.com/annotated.php?u=48790,CSW21
Alec Sjoholm,2,Joshua Castellano ,1,https://www.cross-tables.com/annotated.php?u=49549,CSW21
Joshua Castellano,2,Tony Leah ,1,https://www.cross-tables.com/annotated.php?u=49550,CSW21
Joshua Castellano,2,Alec Sjoholm ,2,https://www.cross-tables.com/annotated.php?u=49553,CSW21
Thomas Reinke,2,Joshua Castellano ,1,https://www.cross-tables.com/annotated.php?u=49560,CSW21
DOkosimi Oluwatimilehin,2,Enoch Nwai,2,https://www.cross-tables.com/annotated.php?u=49521,CSW21
Roy Kamen,1,Joey Krafchick ,2,https://www.cross-tables.com/annotated.php?u=49592,WOW24
James Donnelly,1,Howard Pistol ,2,https://www.cross-tables.com/annotated.php?u=49594,NWL23
James Donnelly,1,Josh Kopczak ,2,https://www.cross-tables.com/annotated.php?u=49595,NWL23
John Luebkemann,2,Ryan Fischer ,1,https://www.cross-tables.com/annotated.php?u=48760,TWL06
Joey Krafchick,1,Ryan Fischer ,2,https://www.cross-tables.com/annotated.php?u=48761,TWL06
Yvonne Cheng,1,Brian Po,2,https://www.cross-tables.com/annotated.php?u=48764,CSW21
Jackson Smylie,2,Jason Li ,2,https://www.cross-tables.com/annotated.php?u=48770,NWL23
Alec Sjoholm,2,Joshua Castellano ,1,https://www.cross-tables.com/annotated.php?u=49564,CSW21
Waseem Khatri,2,Joshua Castellano ,2,https://www.cross-tables.com/annotated.php?u=49565,CSW21
Joshua Castellano,2,Alec Sjoholm ,2,https://www.cross-tables.com/annotated.php?u=49566,CSW21
Waseem Khatri,1,Joshua Castellano ,2,https://www.cross-tables.com/annotated.php?u=49568,CSW21
BestBot,2,Noah Walton,2,https://www.cross-tables.com/annotated.php?u=52807,NWL23
Kyle Kigar,2,Evan Chester ,1,https://www.cross-tables.com/annotated.php?u=52818,NWL23
Joey Mallick,2,Richard Moyer ,1,https://www.cross-tables.com/annotated.php?u=45943,TWL98
Carol Kaplan,2,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=45944,TWL98
Joey Mallick,1,Michael Baker ,2,https://www.cross-tables.com/annotated.php?u=45947,TWL98
Joey Mallick,1,Gail Wolford ,2,https://www.cross-tables.com/annotated.php?u=45952,TWL98
Joey Mallick,2,Ira Cohen ,2,https://www.cross-tables.com/annotated.php?u=45954,TWL98
Bruce D Ambrosio,2,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=45956,TWL98
Betty Cornelison,2,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=45957,TWL98
Peter Barkman,0,Jackson Smylie ,2,https://www.cross-tables.com/annotated.php?u=52775,NWL23
Karl Higby,1,Jackson Smylie ,2,https://www.cross-tables.com/annotated.php?u=52782,NWL23
Seth Lipkin,2,Jackson Smylie ,1,https://www.cross-tables.com/annotated.php?u=52784,NWL23
WB Mil Cup 25',2,EX,2,https://www.cross-tables.com/annotated.php?u=52785,CSW24
Chloe Fatsis,1,Noah Walton ,2,https://www.cross-tables.com/annotated.php?u=49629,NWL23
Noah Walton,2,Kevin Fraley ,0,https://www.cross-tables.com/annotated.php?u=49631,NWL23
Michael Fagen,2,Noah Walton ,2,https://www.cross-tables.com/annotated.php?u=49632,NWL23
Charles Reinke,2,Winter ,2,https://www.cross-tables.com/annotated.php?u=48738,CSW21
Matthew O'Connor,2,Charles Reinke ,2,https://www.cross-tables.com/annotated.php?u=48739,CSW21
Charles Reinke,2,Yukiko Loritz ,2,https://www.cross-tables.com/annotated.php?u=48741,CSW21
Charles Reinke,2,Stefan Rau ,2,https://www.cross-tables.com/annotated.php?u=48744,CSW21
Charles Reinke,2,Mohammad Sulaiman ,1,https://www.cross-tables.com/annotated.php?u=48746,CSW21
Charles Reinke,2,Matthew Tunnicliffe ,2,https://www.cross-tables.com/annotated.php?u=48748,CSW21
Barry Keith,1,Ryan Fischer ,2,https://www.cross-tables.com/annotated.php?u=48752,NWL23
Michael Thelen,0,Sheikh K Dukuly II ,2,https://www.cross-tables.com/annotated.php?u=49599,NWL23
Nattapat,2,Thacha,2,https://www.cross-tables.com/annotated.php?u=49604,CSW21
Thacha,2,Nattapat,2,https://www.cross-tables.com/annotated.php?u=49605,CSW21
Joel Elkins,2,Joey Krafchick ,0,https://www.cross-tables.com/annotated.php?u=49609,WOW24
Noah Walton,2,Howard Pistol ,2,https://www.cross-tables.com/annotated.php?u=49611,NWL23
Nopparuj,2,Thacha,2,https://www.cross-tables.com/annotated.php?u=49587,CSW21
Charles Reinke,1,Mark Francillon ,2,https://www.cross-tables.com/annotated.php?u=48725,CSW21
Charles Reinke,2,Conrad Bassett-Bouchard ,2,https://www.cross-tables.com/annotated.php?u=48727,CSW21
Brian Bowman,1,Charles Reinke ,2,https://www.cross-tables.com/annotated.php?u=48728,CSW21
Charles Reinke,2,Joshua Castellano ,2,https://www.cross-tables.com/annotated.php?u=48729,CSW21
Lukeman Owolabi,2,Charles Reinke ,1,https://www.cross-tables.com/annotated.php?u=48730,CSW21
Bradley Whitmarsh,2,Charles Reinke ,2,https://www.cross-tables.com/annotated.php?u=48735,CSW21
Jason Keller,2,Charles Reinke ,2,https://www.cross-tables.com/annotated.php?u=48737,CSW21
Noah Walton,2,Jason Li ,1,https://www.cross-tables.com/annotated.php?u=49619,NWL23
Eric Goldstein,2,Noah Walton ,2,https://www.cross-tables.com/annotated.php?u=49620,NWL23
Marty Gabriel,2,Noah Walton ,2,https://www.cross-tables.com/annotated.php?u=49622,NWL23
Noah Walton,1,Michael Early ,2,https://www.cross-tables.com/annotated.php?u=49623,NWL23
Noah Walton,2,Chloe Fatsis ,1,https://www.cross-tables.com/annotated.php?u=49628,NWL23
Rafi Stern,2,Joey Krafchick ,2,https://www.cross-tables.com/annotated.php?u=49665,WOW24
Jackson Smylie,1,Alex Jaech ,2,https://www.cross-tables.com/annotated.php?u=49666,WOW24
Orry Swift,2,Jackson Smylie ,2,https://www.cross-tables.com/annotated.php?u=49667,WOW24
John Aiyedun,2,David Ogedengbe,2,https://www.cross-tables.com/annotated.php?u=48702,CSW21
John Aiyedun,2,David Ogedengbe,2,https://www.cross-tables.com/annotated.php?u=48704,CSW21
David Ogedengbe,2,John Aiyedun,1,https://www.cross-tables.com/annotated.php?u=48706,CSW21
John Matthews,2,Ryan Wee,1,https://www.cross-tables.com/annotated.php?u=48707,CSW21
Ryan Wee,2,Gerard Fox,0,https://www.cross-tables.com/annotated.php?u=48708,CSW21
Hubert Wee,2,Nigel Richards ,2,https://www.cross-tables.com/annotated.php?u=48718,CSW21
Joe Edley,1,Noah Walton ,2,https://www.cross-tables.com/annotated.php?u=49635,NWL23
Chloe Fatsis,2,Noah Walton ,2,https://www.cross-tables.com/annotated.php?u=49637,NWL23
Noah Walton,2,Jason Li ,2,https://www.cross-tables.com/annotated.php?u=49639,NWL23
Kenji Matsumoto,1,Maddy Kamen ,2,https://www.cross-tables.com/annotated.php?u=49684,WOW24
Tunde Saporu,2,Olumide Oyejide,1,https://www.cross-tables.com/annotated.php?u=48683,CSW21
Tunde Saporu,2,Olumide Oyejide,2,https://www.cross-tables.com/annotated.php?u=48685,CSW21
John Aiyedun,1,David Ogedengbe,2,https://www.cross-tables.com/annotated.php?u=48691,CSW21
David Ogedengbe,2,John Aiyedun,2,https://www.cross-tables.com/annotated.php?u=48692,CSW21
John Aiyedun,1,David Ogedengbe,2,https://www.cross-tables.com/annotated.php?u=48693,CSW21
John Aiyedun,0,David Ogedengbe,2,https://www.cross-tables.com/annotated.php?u=48695,CSW21
John Aiyedun,2,David Ogedengbe,2,https://www.cross-tables.com/annotated.php?u=48697,CSW21
David Ogedengbe,2,John Aiyedun,1,https://www.cross-tables.com/annotated.php?u=48699,CSW21
Stefan Kac,2,Joey Krafchick ,2,https://www.cross-tables.com/annotated.php?u=49652,WOW24
Joey Krafchick,1,Jon Shreve ,2,https://www.cross-tables.com/annotated.php?u=49653,WOW24
Sam Hollington,1,Joey Krafchick ,2,https://www.cross-tables.com/annotated.php?u=49656,WOW24
Evan Chester,2,Connie Breitbeil ,2,https://www.cross-tables.com/annotated.php?u=52787,NWL23
Sam Bowers,2,Evan Chester ,1,https://www.cross-tables.com/annotated.php?u=52788,NWL23
Joey Mallick,1,Stuart Goldman ,2,https://www.cross-tables.com/annotated.php?u=45959,TWL98
Dean Saldanha,2,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=45961,TWL98
Larry Rand,2,Joey Mallick ,0,https://www.cross-tables.com/annotated.php?u=45963,TWL98
Lou J B Miller,2,Joey Mallick ,1,https://www.cross-tables.com/annotated.php?u=45964,TWL98
Carol Kaplan,2,Joey Mallick ,0,https://www.cross-tables.com/annotated.php?u=45965,TWL98
Stephen Schwitzer,2,Jackson Smylie ,1,https://www.cross-tables.com/annotated.php?u=45981,NWL18
Jackson Smylie,2,Josh Sokol ,2,https://www.cross-tables.com/annotated.php?u=45984,NWL18
Harrison Keyser,2,Zachary Ansell ,2,https://www.cross-tables.com/annotated.php?u=52754,NWL23
Moses Mwesigwa Kitakule,2,Harrison Keyser ,0,https://www.cross-tables.com/annotated.php?u=52756,NWL23
QUACK,2,New Player 1,2,https://www.cross-tables.com/annotated.php?u=48664,CSW21
Ryan Wee,1,Stu Harkness,2,https://www.cross-tables.com/annotated.php?u=48673,CSW21
Tunde Saporu,2,Olumide Oyejide,2,https://www.cross-tables.com/annotated.php?u=48674,CSW21
Olumide Oyejide,2,Tunde Saporu,1,https://www.cross-tables.com/annotated.php?u=48677,CSW21
Olumide Oyejide,2,Tunde Saporu,2,https://www.cross-tables.com/annotated.php?u=48680,CSW21
Norases Vesdapunt,2,Kenji Matsumoto ,2,https://www.cross-tables.com/annotated.php?u=49699,WOW24
Kenji Matsumoto,2,Jim Sherrill ,2,https://www.cross-tables.com/annotated.php?u=49707,WOW24
Kenji Matsumoto,2,Jon Shreve ,2,https://www.cross-tables.com/annotated.php?u=49710,WOW24
Jonathan Lindh,2,Maddy Kamen ,2,https://www.cross-tables.com/annotated.php?u=49716,WOW24
Chris Cheng,2,Jonathan Lindh ,1,https://www.cross-tables.com/annotated.php?u=49717,WOW24
Jeff Fiszbein,2,Jonathan Lindh ,2,https://www.cross-tables.com/annotated.php?u=49718,WOW24
Kenji Matsumoto,2,Stefan Kac ,2,https://www.cross-tables.com/annotated.php?u=49683,WOW24
Chris Cheng,2,Letitia Sears ,2,https://www.cross-tables.com/annotated.php?u=49735,NWL18
James Donnelly,1,David Pearl ,2,https://www.cross-tables.com/annotated.php?u=49736,NWL23
Richard Craig,2,Chris Cheng ,1,https://www.cross-tables.com/annotated.php?u=49737,NWL18
Chris Cheng,1,Sunshine Gudlaugson ,2,https://www.cross-tables.com/annotated.php?u=49738,NWL18
Chris Cheng,2,Yukari Balabanov ,1,https://www.cross-tables.com/annotated.php?u=49739,NWL18
John Aiyedun,2,Umujose Emmanuel,1,https://www.cross-tables.com/annotated.php?u=48646,CSW21
John Aiyedun,2,Umujose Emmanuel,1,https://www.cross-tables.com/annotated.php?u=48652,CSW21
Ryan Fischer,2,John Luebkemann ,1,https://www.cross-tables.com/annotated.php?u=48654,TWL06
Umujose Emmanuel,2,John Aiyedun,1,https://www.cross-tables.com/annotated.php?u=48656,CSW21
QUACK,2,New Player 1,2,https://www.cross-tables.com/annotated.php?u=48662,CSW21
QUACK,2,New Player 1,0,https://www.cross-tables.com/annotated.php?u=48663,CSW21
Jonathan Lindh,2,Howard Pistol ,0,https://www.cross-tables.com/annotated.php?u=49749,WOW24
Jonathan Lindh,2,Stan Miranda ,0,https://www.cross-tables.com/annotated.php?u=49753,WOW24
Jason Keller,2,Josh Sokol ,2,https://www.cross-tables.com/annotated.php?u=48628,CSW21
Joshua Castellano,0,Josh Sokol ,2,https://www.cross-tables.com/annotated.php?u=48630,CSW21
Josh Sokol,2,Robert Linn ,2,https://www.cross-tables.com/annotated.php?u=48635,CSW21
Moiz Ullah Baig,1,Josh Sokol ,2,https://www.cross-tables.com/annotated.php?u=48638,CSW21
Ryan Fischer,2,Eric Harshbarger ,1,https://www.cross-tables.com/annotated.php?u=48639,NWL23
Jeremy Hall,2,Samuel Kaplan ,2,https://www.cross-tables.com/annotated.php?u=48641,NWL23
Richard Popper,1,Samuel Kaplan ,2,https://www.cross-tables.com/annotated.php?u=48644,NWL23
Umujose Emmanuel,1,John Aiyedun,2,https://www.cross-tables.com/annotated.php?u=48645,CSW21
James Ewruje,0,John Aiyedun,2,https://www.cross-tables.com/annotated.php?u=49728,CSW21
Skyler Lutz,2,Debbie Stegman ,2,https://www.cross-tables.com/annotated.php?u=49729,NWL23
John Aiyedun,2,James Ewruje,2,https://www.cross-tables.com/annotated.php?u=49732,CSW21
James Donnelly,2,Daniel Harvey-Slager ,1,https://www.cross-tables.com/annotated.php?u=52759,NWL23
Kyle Kigar,0,Harrison Keyser ,2,https://www.cross-tables.com/annotated.php?u=52760,NWL23
Harrison Keyser,0,June Graff ,2,https://www.cross-tables.com/annotated.php?u=52762,NWL23
Samuel Moch,2,Harrison Keyser ,1,https://www.cross-tables.com/annotated.php?u=52765,NWL23
Sam Bowers,1,Harrison Keyser ,2,https://www.cross-tables.com/annotated.php?u=52766,NWL23
Annette Obrestad,2,"QAT. . Q prefers QAT, which makes sense, QI might be better if the board was closer to having just one lane, but with the N column, 11 row, and 14 row all acting as marginal bingo lanes, this game is less a race to a bingo than in some other positions.'] ),Array( 13, 'XENIA', 5, 13, 1, 147, 'AEINX', 0, 147, 100, [] ),Array( 14, 'SAUTEED', 8, 14, 1, 181, 'ADEESTU', 1, 147, 181, [] ),Array( 15, 'THY', 8, 2, 0, 164, 'HTY', 0, 164, 181, [] ),Array( 16, 'AKEE', 7, 0, 0, 216, 'AAEEKOR', 1, 164, 216, [] ),Array( 17, 'TIDeL.ND', 2, 0, 1, 224, 'DDILNT?', 0, 224, 216, [] ),Array( 18, 'VIC.', 13, 11, 0, 234, 'ACEIOPV', 1, 224, 234, ['this might be an overreaction to the pool - the pool is very consonant heavy, but not ridiculously, so PIVO(T) keeping ACE looks best. Also bingoes much more than VICE immediately, which helps, and since I and O are the most common vowels in the pool, shedding the O from VICE is okay'] ),Array( 19, '.NVOLvES', 3, 0, 0, 296, 'ELNOSV?', 0, 296, 234, [] ),Array( 20, 'MOP', 2, 6, 0, 256, 'AEMOOPS', 1, 296, 256, ['hoping for an h1 setup. clunky and heavy pool, so AEOS seems to work well'] ),Array( 21, 'FL.WN', 1, 3, 1, 307, 'FLNW', 0, 307, 256, [] ),Array( 22, '.OH', 3, 1, 1, 285, 'AEHORSY', 1, 307, 285, ['thought about YEH/EME now to set up RHOS, since even blocks like FEME or HOST plays could be outrun by normal plays from me (except maybe OF/OY), but she could have GHOST, or just the R in general, which is one of the highest tiles in her range after FLOWN, which ends the game immediately. HEAVY might be the play here, just go for the Z for ZOOS, leave 2 in the bag to make it hard for her to play a preendgame. NOH is nice to keep the tiles for a R(OS)E setup if need be (though ROSET could block...), and gnerally good firepower, but I think the timing of NOH is too bad, I need to play 4 tiles here'] ),Array( 23, 'GR.Z', 11, 12, 1, 335, 'GRZ', 0, 335, 285, [] ),Array( 24, 'I.EA', 2, 4, 1, 307, 'AEIIRSY', 1, 335, 307, ['doesnt seem like there are any wins. Really interesting game in terms of adjusting for the board and pool, I wish I had executed better in the preendgame'] ),Array( 25, 'FIST', 9, 9, 1, 359, 'FIIOSTU', 0, 359, 307, [] ),Array( 26, 'SY.', 12, 5, 0, 334, 'IIRSY', 1, 359, 334, [] ),Array( 27, 'OUT', 1, 8, 0, 368, 'OTU', 0, 368, 334, [] ),Array( 28, '---', 0, 0, 0, 374, '', 1, 374, 334, [] ));function showitems(tag, vis, move){gLastMove = '';var els = document.getElementsByTagName(tag);for (var img=0; img",1,https://www.cross-tables.com/annotated.php?u=45985,NWL18
Jackson Smylie,2,Cooper Komatsu ,1,https://www.cross-tables.com/annotated.php?u=45988,NWL18
Adam Henderson,2,Jackson Smylie ,0,https://www.cross-tables.com/annotated.php?u=45989,NWL18
Joey Mallick,2,Elaine Patterson ,2,https://www.cross-tables.com/annotated.php?u=46005,TWL98
Samuel Moch,1,James Donnelly ,2,https://www.cross-tables.com/annotated.php?u=52730,NWL23
Moses Mwesigwa Kitakule,2,James Donnelly ,2,https://www.cross-tables.com/annotated.php?u=52733,NWL23
Luke Frain,2,Harrison Keyser ,0,https://www.cross-tables.com/annotated.php?u=52738,NWL23
Trip Payne,2,Jonathan Lindh ,2,https://www.cross-tables.com/annotated.php?u=49772,WOW24
Jonathan Lindh,0,Orry Swift ,2,https://www.cross-tables.com/annotated.php?u=49774,WOW24
Laurie Cohen,1,Jonathan Lindh ,2,https://www.cross-tables.com/annotated.php?u=49775,WOW24
Jonathan Lindh,2,Joey Krafchick ,1,https://www.cross-tables.com/annotated.php?u=49776,WOW24
Ewarah Victor,2,Osikhena Ojior,2,https://www.cross-tables.com/annotated.php?u=48604,CSW21
Osikhena Ojior,1,Ewarah Victor,2,https://www.cross-tables.com/annotated.php?u=48605,CSW21
Osikhena Ojior,2,Ewarah Victor,1,https://www.cross-tables.com/annotated.php?u=48607,CSW21
Ewarah Victor,1,Osikhena Ojior,2,https://www.cross-tables.com/annotated.php?u=48608,CSW21
Ewarah Victor,1,Osikhena Ojior,2,https://www.cross-tables.com/annotated.php?u=48610,CSW21
Samuel Kaplan,2,Andy Hoang ,1,https://www.cross-tables.com/annotated.php?u=48615,NWL23
Josh Sokol,1,Tim Weiss ,2,https://www.cross-tables.com/annotated.php?u=48625,CSW21
Bradley Whitmarsh,2,Josh Sokol ,1,https://www.cross-tables.com/annotated.php?u=48626,CSW21
Robert Linn,2,Josh Sokol ,2,https://www.cross-tables.com/annotated.php?u=48627,CSW21
Steve Grob,2,Jonathan Lindh ,1,https://www.cross-tables.com/annotated.php?u=49746,WOW24
Chris Cheng,2,Tracy McQueen ,2,https://www.cross-tables.com/annotated.php?u=49803,NWL18
Benjamin Ansell,2,Chris Cheng ,2,https://www.cross-tables.com/annotated.php?u=49804,NWL18
Ben Schoenbrun,2,Matthew Tunnicliffe ,2,https://www.cross-tables.com/annotated.php?u=48589,CSW21
Ben Schoenbrun,2,Matthew Tunnicliffe ,1,https://www.cross-tables.com/annotated.php?u=48595,CSW21
Ewarah Victor,2,Osikhena Ojior,2,https://www.cross-tables.com/annotated.php?u=48599,CSW21
Ewarah Victor,2,Osikhena Ojior,2,https://www.cross-tables.com/annotated.php?u=48603,CSW21
John Aiyedun,2,James Ewruje,1,https://www.cross-tables.com/annotated.php?u=49757,CSW21
James Ewruje,0,John Aiyedun,2,https://www.cross-tables.com/annotated.php?u=49758,CSW21
John Aiyedun,1,James Ewruje,2,https://www.cross-tables.com/annotated.php?u=49759,CSW21
Niel Gan,1,Dennis Ikekeregor ,2,https://www.cross-tables.com/annotated.php?u=49761,CSW21
Chris Cheng,2,Jonathan Lindh ,1,https://www.cross-tables.com/annotated.php?u=49763,WOW24
Jonathan Lindh,1,Jerry Lerman ,2,https://www.cross-tables.com/annotated.php?u=49765,WOW24
Adam Henderson,2,Jonathan Lindh ,2,https://www.cross-tables.com/annotated.php?u=49766,WOW24
Maddy Kamen,2,Jonathan Lindh ,1,https://www.cross-tables.com/annotated.php?u=49767,WOW24
Jonathan Lindh,2,Ross Yellin ,1,https://www.cross-tables.com/annotated.php?u=49819,NWL23
Matthew Tunnicliffe,2,Joshua Castellano ,2,https://www.cross-tables.com/annotated.php?u=48574,CSW21
Joshua Castellano,2,Rob Robinsky ,2,https://www.cross-tables.com/annotated.php?u=48575,CSW21
Andy Hoang,2,Samuel Kaplan ,1,https://www.cross-tables.com/annotated.php?u=48578,NWL23
Samuel Kaplan,0,Kenneth Rubin ,2,https://www.cross-tables.com/annotated.php?u=48579,NWL23
Jonathan Lindh,2,Jill Turney ,2,https://www.cross-tables.com/annotated.php?u=49778,WOW24
Jonathan Lindh,2,Eric Goldstein ,2,https://www.cross-tables.com/annotated.php?u=49783,WOW24
Wallace Schultz,2,Jonathan Lindh ,1,https://www.cross-tables.com/annotated.php?u=49784,WOW24
Jonathan Lindh,2,Steve Hartsman ,2,https://www.cross-tables.com/annotated.php?u=49785,WOW24
John Karris,2,Jonathan Lindh ,2,https://www.cross-tables.com/annotated.php?u=49786,WOW24
Jonathan Lindh,2,Chris Cheng ,2,https://www.cross-tables.com/annotated.php?u=49790,WOW24
Jay Levin,2,Samuel Kaplan ,1,https://www.cross-tables.com/annotated.php?u=49793,NWL23
M. Rezal Fahlefi,2,Christian Oktavius,2,https://www.cross-tables.com/annotated.php?u=49796,CSW21
A,2,B,2,https://www.cross-tables.com/annotated.php?u=49797,CSW21
Ben Withers,2,Jonathan Lindh ,1,https://www.cross-tables.com/annotated.php?u=49839,NWL23
Oscar Freire,0,Mike Downey ,2,https://www.cross-tables.com/annotated.php?u=48553,NWL23
Oscar Freire,1,Mike Downey ,2,https://www.cross-tables.com/annotated.php?u=48554,NWL23
Karen Gibson,2,Oscar Freire ,1,https://www.cross-tables.com/annotated.php?u=48555,NWL23
Chris Cheng,1,Jane Geary ,2,https://www.cross-tables.com/annotated.php?u=49808,NWL18
Nigel Peltier,2,Chris Cheng ,1,https://www.cross-tables.com/annotated.php?u=49812,NWL18
Chris Cheng,0,Florence Spanfelner ,2,https://www.cross-tables.com/annotated.php?u=49814,NWL18
Chris Cheng,2,Jon Shreve ,2,https://www.cross-tables.com/annotated.php?u=49816,NWL18
Chris Cheng,0,Brian Nelson ,2,https://www.cross-tables.com/annotated.php?u=49817,NWL18
Keith Hagel,2,Chris Cheng ,1,https://www.cross-tables.com/annotated.php?u=49818,NWL18
Skyler Lutz,1,Joel Sherman ,2,https://www.cross-tables.com/annotated.php?u=52742,NWL23
Joel Sherman,2,Skyler Lutz ,2,https://www.cross-tables.com/annotated.php?u=52743,NWL23
Vicki Kahn,2,Joey Mallick ,1,https://www.cross-tables.com/annotated.php?u=46009,TWL98
Joey Mallick,1,Stephen Haraske ,2,https://www.cross-tables.com/annotated.php?u=46013,TWL98
Amit Chakrabarti,2,Joey Mallick ,1,https://www.cross-tables.com/annotated.php?u=46015,TWL98
Joey Mallick,2,Matt Laufer ,1,https://www.cross-tables.com/annotated.php?u=46016,TWL98
Joe Weinike,2,Joey Mallick ,1,https://www.cross-tables.com/annotated.php?u=46017,TWL98
Harriette Lakernick,1,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=46019,TWL98
Joey Mallick,1,Sam Kantimathi ,2,https://www.cross-tables.com/annotated.php?u=46020,TWL98
Joey Mallick,2,Chuck Armstrong ,2,https://www.cross-tables.com/annotated.php?u=46022,TWL98
Carol Dustin,1,Joey Mallick ,2,https://www.cross-tables.com/annotated.php?u=46023,TWL98
Jeremy Hall,2,Michael Thelen ,2,https://www.cross-tables.com/annotated.php?u=52709,NWL23
Scott Appel,2,Michael Thelen ,2,https://www.cross-tables.com/annotated.php?u=52711,NWL23
Michael Thelen,1,Joe Neff ,2,https://www.cross-tables.com/annotated.php?u=52712,NWL23
Taewan,2,Sakdipong,1,https://www.cross-tables.com/annotated.php?u=48528,CSW21
Sakdipong,2,Ajayi,2,https://www.cross-tables.com/annotated.php?u=48529,CSW21
Sakdipong,0,Orrakanya,2,https://www.cross-tables.com/annotated.php?u=48530,CSW21
Apirat,2,Sakdipong,2,https://www.cross-tables.com/annotated.php?u=48531,CSW21
Chollapat,1,Sakdipong,2,https://www.cross-tables.com/annotated.php?u=48532,CSW21
Ryan Wee,1,Paul Thompson,2,https://www.cross-tables.com/annotated.php?u=48547,CSW21
Paul Holser,2,Jonathan Lindh ,2,https://www.cross-tables.com/annotated.php?u=49822,NWL23
Jonathan Lindh,2,James Donnelly ,1,https://www.cross-tables.com/annotated.php?u=49823,NWL23
Kenneth Rubin,2,Joey Krafchick ,2,https://www.cross-tables.com/annotated.php?u=49829,NWL23
Mark Edward Owens,2,Jonathan Lindh ,2,https://www.cross-tables.com/annotated.php?u=49832,NWL23
Jonathan Lindh,2,Stefan Fatsis ,0,https://www.cross-tables.com/annotated.php?u=49845,NWL23
Niel Gan,0,Terry Kang ,2,https://www.cross-tables.com/annotated.php?u=49849,CSW21
Froilan Mendoza,2,James Donnelly ,2,https://www.cross-tables.com/annotated.php?u=49855,NWL23
James Donnelly,2,Mark Garrod ,1,https://www.cross-tables.com/annotated.php?u=49861,NWL23
Clay Daniel,2,Jonathan Lindh ,1,https://www.cross-tables.com/annotated.php?u=49864,NWL23
น้องพี่กิ้มที่ชนะเอิร์นเกินร้อย,1,palo tiddy,2,https://www.cross-tables.com/annotated.php?u=48512,CSW21
Joe Petree,2,Samuel Kaplan ,2,https://www.cross-tables.com/annotated.php?u=48513,NWL23
Sakdipong,0,Apirat,2,https://www.cross-tables.com/annotated.php?u=48520,CSW21
Chollapat,2,Sakdipong,1,https://www.cross-tables.com/annotated.php?u=48521,CSW21
Sakdipong,2,Korawee,1,https://www.cross-tables.com/annotated.php?u=48522,CSW21
Joshua Castellano,0,Rob Robinsky ,2,https://www.cross-tables.com/annotated.php?u=48484,CSW21
